instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day,year,bike_recommendation
10639,2012-03-24,2,1,3,9,0,6,0,2,0.52,0.5,0.83,0.1343,96,153,249,Saturday,2012,TIDAK
10640,2012-03-24,2,1,3,10,0,6,0,2,0.52,0.5,0.88,0.194,148,197,345,Saturday,2012,TIDAK
10641,2012-03-24,2,1,3,11,0,6,0,2,0.5,0.4848,0.94,0.194,98,175,273,Saturday,2012,TIDAK
10642,2012-03-24,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,183,Saturday,2012,TIDAK
10643,2012-03-24,2,1,3,13,0,6,0,3,0.52,0.5,0.94,0.2537,62,134,196,Saturday,2012,TIDAK
10644,2012-03-24,2,1,3,14,0,6,0,3,0.52,0.5,0.88,0.3582,63,160,223,Saturday,2012,TIDAK
10645,2012-03-24,2,1,3,15,0,6,0,3,0.5,0.4848,0.94,0.4179,118,172,290,Saturday,2012,TIDAK
10646,2012-03-24,2,1,3,16,0,6,0,3,0.5,0.4848,0.94,0.2985,49,128,177,Saturday,2012,TIDAK
10647,2012-03-24,2,1,3,17,0,6,0,3,0.5,0.4848,0.88,0.2239,47,68,115,Saturday,2012,TIDAK
10648,2012-03-24,2,1,3,18,0,6,0,3,0.46,0.4545,0.94,0.2239,27,110,137,Saturday,2012,TIDAK
10649,2012-03-24,2,1,3,19,0,6,0,3,0.46,0.4545,0.94,0.1343,28,105,133,Saturday,2012,TIDAK
10650,2012-03-24,2,1,3,20,0,6,0,3,0.44,0.4394,1.0,0.194,31,80,111,Saturday,2012,TIDAK
10651,2012-03-24,2,1,3,21,0,6,0,3,0.44,0.4394,1.0,0.194,16,88,104,Saturday,2012,TIDAK
10652,2012-03-24,2,1,3,22,0,6,0,3,0.44,0.4394,1.0,0.2537,12,71,83,Saturday,2012,TIDAK
10653,2012-03-24,2,1,3,23,0,6,0,2,0.44,0.4394,0.94,0.2836,17,88,105,Saturday,2012,TIDAK
10654,2012-03-25,2,1,3,0,0,0,0,2,0.44,0.4394,0.94,0.2836,18,62,80,Sunday,2012,TIDAK
10655,2012-03-25,2,1,3,1,0,0,0,2,0.42,0.4242,1.0,0.2537,24,65,89,Sunday,2012,TIDAK
10656,2012-03-25,2,1,3,2,0,0,0,3,0.42,0.4242,1.0,0.2985,6,29,35,Sunday,2012,TIDAK
10657,2012-03-25,2,1,3,3,0,0,0,3,0.42,0.4242,0.94,0.2985,8,10,18,Sunday,2012,TIDAK
10658,2012-03-25,2,1,3,4,0,0,0,2,0.42,0.4242,0.94,0.3284,1,7,8,Sunday,2012,TIDAK
10659,2012-03-25,2,1,3,5,0,0,0,2,0.4,0.4091,1.0,0.2537,0,6,6,Sunday,2012,TIDAK
10660,2012-03-25,2,1,3,6,0,0,0,2,0.4,0.4091,1.0,0.2537,5,13,18,Sunday,2012,TIDAK
10661,2012-03-25,2,1,3,7,0,0,0,2,0.4,0.4091,0.94,0.3284,14,25,39,Sunday,2012,TIDAK
10662,2012-03-25,2,1,3,8,0,0,0,2,0.4,0.4091,0.94,0.3284,21,68,89,Sunday,2012,TIDAK
10663,2012-03-25,2,1,3,9,0,0,0,2,0.4,0.4091,0.94,0.2537,26,92,118,Sunday,2012,TIDAK
10664,2012-03-25,2,1,3,10,0,0,0,2,0.4,0.4091,0.87,0.3284,78,172,250,Sunday,2012,TIDAK
10665,2012-03-25,2,1,3,11,0,0,0,2,0.4,0.4091,0.94,0.2537,106,217,323,Sunday,2012,TIDAK
10666,2012-03-25,2,1,3,12,0,0,0,2,0.4,0.4091,0.94,0.2239,122,238,360,Sunday,2012,TIDAK
10667,2012-03-25,2,1,3,13,0,0,0,2,0.42,0.4242,0.88,0.1642,110,257,367,Sunday,2012,TIDAK
10668,2012-03-25,2,1,3,14,0,0,0,2,0.44,0.4394,0.88,0.1642,123,291,414,Sunday,2012,TIDAK
10669,2012-03-25,2,1,3,15,0,0,0,2,0.44,0.4394,0.88,0.194,139,282,421,Sunday,2012,TIDAK
10670,2012-03-25,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0.0,153,339,492,Sunday,2012,YA
10671,2012-03-25,2,1,3,17,0,0,0,1,0.5,0.4848,0.72,0.0896,146,273,419,Sunday,2012,YA
10672,2012-03-25,2,1,3,18,0,0,0,1,0.5,0.4848,0.72,0.0896,202,289,491,Sunday,2012,YA
10673,2012-03-25,2,1,3,19,0,0,0,1,0.5,0.4848,0.72,0.2537,114,261,375,Sunday,2012,YA
10674,2012-03-25,2,1,3,20,0,0,0,1,0.48,0.4697,0.77,0.2239,63,196,259,Sunday,2012,YA
10675,2012-03-25,2,1,3,21,0,0,0,1,0.48,0.4697,0.77,0.1642,25,124,149,Sunday,2012,YA
10676,2012-03-25,2,1,3,22,0,0,0,1,0.46,0.4545,0.82,0.1343,19,92,111,Sunday,2012,TIDAK
10677,2012-03-25,2,1,3,23,0,0,0,1,0.48,0.4697,0.82,0.1343,9,56,65,Sunday,2012,TIDAK
10678,2012-03-26,2,1,3,0,0,1,1,2,0.48,0.4697,0.82,0.1642,10,23,33,Monday,2012,TIDAK
10679,2012-03-26,2,1,3,1,0,1,1,1,0.48,0.4697,0.82,0.2537,18,10,28,Monday,2012,TIDAK
10680,2012-03-26,2,1,3,2,0,1,1,1,0.46,0.4545,0.88,0.2239,14,6,20,Monday,2012,TIDAK
10681,2012-03-26,2,1,3,3,0,1,1,1,0.46,0.4545,0.82,0.194,0,1,1,Monday,2012,TIDAK
10682,2012-03-26,2,1,3,4,0,1,1,1,0.44,0.4394,0.82,0.1642,0,4,4,Monday,2012,TIDAK
10683,2012-03-26,2,1,3,5,0,1,1,1,0.44,0.4394,0.77,0.1642,0,36,36,Monday,2012,YA
10684,2012-03-26,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,117,Monday,2012,TIDAK
10685,2012-03-26,2,1,3,7,0,1,1,1,0.44,0.4394,0.72,0.194,15,355,370,Monday,2012,YA
10686,2012-03-26,2,1,3,8,0,1,1,1,0.44,0.4394,0.62,0.2239,32,625,657,Monday,2012,YA
10687,2012-03-26,2,1,3,9,0,1,1,1,0.46,0.4545,0.47,0.2836,37,245,282,Monday,2012,YA
10688,2012-03-26,2,1,3,10,0,1,1,1,0.5,0.4848,0.36,0.5821,55,98,153,Monday,2012,TIDAK
10689,2012-03-26,2,1,3,11,0,1,1,1,0.48,0.4697,0.31,0.5821,47,131,178,Monday,2012,TIDAK
10690,2012-03-26,2,1,3,12,0,1,1,1,0.48,0.4697,0.33,0.5224,63,216,279,Monday,2012,TIDAK
10691,2012-03-26,2,1,3,13,0,1,1,1,0.48,0.4697,0.29,0.6866,79,222,301,Monday,2012,TIDAK
10692,2012-03-26,2,1,3,14,0,1,1,1,0.48,0.4697,0.33,0.4478,58,159,217,Monday,2012,TIDAK
10693,2012-03-26,2,1,3,15,0,1,1,1,0.48,0.4697,0.29,0.6119,66,157,223,Monday,2012,TIDAK
10694,2012-03-26,2,1,3,16,0,1,1,1,0.48,0.4697,0.25,0.6418,60,245,305,Monday,2012,TIDAK
10695,2012-03-26,2,1,3,17,0,1,1,1,0.46,0.4545,0.24,0.4478,65,599,664,Monday,2012,TIDAK
10696,2012-03-26,2,1,3,18,0,1,1,1,0.44,0.4394,0.26,0.4478,90,594,684,Monday,2012,TIDAK
10697,2012-03-26,2,1,3,19,0,1,1,1,0.42,0.4242,0.24,0.3582,41,417,458,Monday,2012,YA
10698,2012-03-26,2,1,3,20,0,1,1,1,0.4,0.4091,0.26,0.5224,12,209,221,Monday,2012,TIDAK
10699,2012-03-26,2,1,3,21,0,1,1,1,0.38,0.3939,0.25,0.4925,11,175,186,Monday,2012,TIDAK
10700,2012-03-26,2,1,3,22,0,1,1,1,0.36,0.3333,0.25,0.3582,13,80,93,Monday,2012,YA
10701,2012-03-26,2,1,3,23,0,1,1,1,0.34,0.2879,0.25,0.5224,2,46,48,Monday,2012,TIDAK
10702,2012-03-27,2,1,3,0,0,2,1,1,0.32,0.2879,0.26,0.5224,1,9,10,Tuesday,2012,TIDAK
10703,2012-03-27,2,1,3,1,0,2,1,1,0.3,0.2727,0.26,0.4627,1,4,5,Tuesday,2012,TIDAK
10704,2012-03-27,2,1,3,2,0,2,1,1,0.26,0.2273,0.3,0.2985,1,6,7,Tuesday,2012,TIDAK
10705,2012-03-27,2,1,3,3,0,2,1,1,0.26,0.2273,0.3,0.3284,0,4,4,Tuesday,2012,TIDAK
10706,2012-03-27,2,1,3,4,0,2,1,1,0.24,0.2121,0.32,0.3582,0,3,3,Tuesday,2012,TIDAK
10707,2012-03-27,2,1,3,5,0,2,1,1,0.22,0.2121,0.37,0.2836,1,16,17,Tuesday,2012,TIDAK
10708,2012-03-27,2,1,3,6,0,2,1,1,0.22,0.2273,0.37,0.194,5,96,101,Tuesday,2012,TIDAK
10709,2012-03-27,2,1,3,7,0,2,1,1,0.22,0.2273,0.37,0.194,9,277,286,Tuesday,2012,TIDAK
10710,2012-03-27,2,1,3,8,0,2,1,1,0.22,0.2121,0.37,0.2985,14,567,581,Tuesday,2012,TIDAK
10711,2012-03-27,2,1,3,9,0,2,1,1,0.24,0.2273,0.38,0.194,8,259,267,Tuesday,2012,TIDAK
10712,2012-03-27,2,1,3,10,0,2,1,1,0.26,0.2576,0.35,0.2239,20,118,138,Tuesday,2012,TIDAK
10713,2012-03-27,2,1,3,11,0,2,1,1,0.3,0.303,0.31,0.1642,34,141,175,Tuesday,2012,YA
10714,2012-03-27,2,1,3,12,0,2,1,1,0.32,0.3182,0.31,0.1642,34,186,220,Tuesday,2012,YA
10715,2012-03-27,2,1,3,13,0,2,1,1,0.36,0.3485,0.27,0.0,46,165,211,Tuesday,2012,YA
10716,2012-03-27,2,1,3,14,0,2,1,1,0.4,0.4091,0.24,0.1343,37,147,184,Tuesday,2012,YA
10717,2012-03-27,2,1,3,15,0,2,1,1,0.42,0.4242,0.2,0.0,42,158,200,Tuesday,2012,YA
10718,2012-03-27,2,1,3,16,0,2,1,1,0.42,0.4242,0.2,0.0,38,267,305,Tuesday,2012,YA
10719,2012-03-27,2,1,3,17,0,2,1,1,0.44,0.4394,0.16,0.0,72,542,614,Tuesday,2012,YA
10720,2012-03-27,2,1,3,18,0,2,1,1,0.42,0.4242,0.17,0.0896,67,577,644,Tuesday,2012,YA
10721,2012-03-27,2,1,3,19,0,2,1,1,0.42,0.4242,0.17,0.0,40,377,417,Tuesday,2012,YA
10722,2012-03-27,2,1,3,20,0,2,1,1,0.42,0.4242,0.17,0.0896,28,266,294,Tuesday,2012,YA
10723,2012-03-27,2,1,3,21,0,2,1,1,0.36,0.3485,0.37,0.1642,21,200,221,Tuesday,2012,YA
10724,2012-03-27,2,1,3,22,0,2,1,1,0.36,0.3485,0.37,0.1343,7,127,134,Tuesday,2012,YA
10725,2012-03-27,2,1,3,23,0,2,1,1,0.36,0.3485,0.37,0.194,5,59,64,Tuesday,2012,YA
10726,2012-03-28,2,1,3,0,0,3,1,1,0.36,0.3333,0.4,0.2836,1,29,30,Wednesday,2012,YA
10727,2012-03-28,2,1,3,1,0,3,1,1,0.36,0.3333,0.46,0.2985,0,8,8,Wednesday,2012,YA
10728,2012-03-28,2,1,3,2,0,3,1,1,0.34,0.303,0.49,0.2985,0,3,3,Wednesday,2012,YA
10729,2012-03-28,2,1,3,3,0,3,1,1,0.34,0.303,0.42,0.3284,1,4,5,Wednesday,2012,YA
10730,2012-03-28,2,1,3,4,0,3,1,1,0.36,0.3333,0.43,0.2985,1,0,1,Wednesday,2012,YA
10731,2012-03-28,2,1,3,5,0,3,1,1,0.36,0.3333,0.43,0.2985,2,38,40,Wednesday,2012,YA
10732,2012-03-28,2,1,3,6,0,3,1,1,0.36,0.3333,0.46,0.3582,4,111,115,Wednesday,2012,YA
10733,2012-03-28,2,1,3,7,0,3,1,1,0.36,0.3333,0.46,0.3284,10,348,358,Wednesday,2012,YA
10734,2012-03-28,2,1,3,8,0,3,1,1,0.38,0.3939,0.46,0.3582,19,639,658,Wednesday,2012,YA
10735,2012-03-28,2,1,3,9,0,3,1,1,0.4,0.4091,0.43,0.4478,16,298,314,Wednesday,2012,TIDAK
10736,2012-03-28,2,1,3,10,0,3,1,1,0.46,0.4545,0.41,0.4179,33,140,173,Wednesday,2012,TIDAK
10737,2012-03-28,2,1,3,11,0,3,1,1,0.5,0.4848,0.42,0.3881,54,168,222,Wednesday,2012,YA
10738,2012-03-28,2,1,3,12,0,3,1,2,0.54,0.5152,0.39,0.3582,50,218,268,Wednesday,2012,YA
10739,2012-03-28,2,1,3,13,0,3,1,1,0.56,0.5303,0.43,0.3284,60,213,273,Wednesday,2012,YA
10740,2012-03-28,2,1,3,14,0,3,1,1,0.62,0.6212,0.38,0.3582,52,169,221,Wednesday,2012,YA
10741,2012-03-28,2,1,3,15,0,3,1,2,0.62,0.6212,0.41,0.2985,47,152,199,Wednesday,2012,YA
10742,2012-03-28,2,1,3,16,0,3,1,3,0.62,0.6212,0.43,0.0896,51,170,221,Wednesday,2012,TIDAK
10743,2012-03-28,2,1,3,17,0,3,1,1,0.6,0.6061,0.6,0.2239,72,532,604,Wednesday,2012,YA
10744,2012-03-28,2,1,3,18,0,3,1,1,0.6,0.6061,0.6,0.2239,61,580,641,Wednesday,2012,YA
10745,2012-03-28,2,1,3,19,0,3,1,1,0.6,0.6212,0.56,0.194,41,415,456,Wednesday,2012,YA
10746,2012-03-28,2,1,3,20,0,3,1,1,0.6,0.6212,0.56,0.2985,38,324,362,Wednesday,2012,YA
10747,2012-03-28,2,1,3,21,0,3,1,1,0.58,0.5455,0.6,0.2537,28,233,261,Wednesday,2012,YA
10748,2012-03-28,2,1,3,22,0,3,1,1,0.56,0.5303,0.64,0.1343,21,151,172,Wednesday,2012,YA
10749,2012-03-28,2,1,3,23,0,3,1,1,0.54,0.5152,0.68,0.1343,12,81,93,Wednesday,2012,YA
10750,2012-03-29,2,1,3,0,0,4,1,1,0.54,0.5152,0.68,0.194,10,38,48,Thursday,2012,YA
10751,2012-03-29,2,1,3,1,0,4,1,1,0.56,0.5303,0.6,0.1343,15,18,33,Thursday,2012,YA
10752,2012-03-29,2,1,3,2,0,4,1,1,0.6,0.6061,0.28,0.2985,0,6,6,Thursday,2012,YA
10753,2012-03-29,2,1,3,3,0,4,1,1,0.58,0.5455,0.28,0.2537,1,4,5,Thursday,2012,YA
10754,2012-03-29,2,1,3,4,0,4,1,1,0.52,0.5,0.36,0.2537,1,8,9,Thursday,2012,YA
10755,2012-03-29,2,1,3,5,0,4,1,1,0.5,0.4848,0.45,0.2239,2,30,32,Thursday,2012,YA
10756,2012-03-29,2,1,3,6,0,4,1,1,0.46,0.4545,0.59,0.2537,3,114,117,Thursday,2012,YA
10757,2012-03-29,2,1,3,7,0,4,1,1,0.46,0.4545,0.51,0.3582,14,353,367,Thursday,2012,YA
10758,2012-03-29,2,1,3,8,0,4,1,1,0.46,0.4545,0.47,0.4179,26,628,654,Thursday,2012,TIDAK
10759,2012-03-29,2,1,3,9,0,4,1,1,0.48,0.4697,0.48,0.4179,22,299,321,Thursday,2012,TIDAK
10760,2012-03-29,2,1,3,10,0,4,1,1,0.46,0.4545,0.47,0.4478,42,124,166,Thursday,2012,TIDAK
10761,2012-03-29,2,1,3,11,0,4,1,1,0.5,0.4848,0.45,0.4179,54,166,220,Thursday,2012,TIDAK
10762,2012-03-29,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,292,Thursday,2012,TIDAK
10763,2012-03-29,2,1,3,13,0,4,1,1,0.46,0.4545,0.44,0.3284,50,223,273,Thursday,2012,YA
10764,2012-03-29,2,1,3,14,0,4,1,1,0.5,0.4848,0.42,0.3582,63,175,238,Thursday,2012,YA
10765,2012-03-29,2,1,3,15,0,4,1,1,0.52,0.5,0.39,0.3582,109,198,307,Thursday,2012,YA
10766,2012-03-29,2,1,3,16,0,4,1,1,0.52,0.5,0.36,0.3284,67,321,388,Thursday,2012,YA
10767,2012-03-29,2,1,3,17,0,4,1,1,0.52,0.5,0.38,0.3881,83,620,703,Thursday,2012,YA
10768,2012-03-29,2,1,3,18,0,4,1,1,0.5,0.4848,0.39,0.2985,83,598,681,Thursday,2012,YA
10769,2012-03-29,2,1,3,19,0,4,1,1,0.48,0.4697,0.39,0.2836,47,421,468,Thursday,2012,YA
10770,2012-03-29,2,1,3,20,0,4,1,1,0.46,0.4545,0.38,0.2985,34,301,335,Thursday,2012,YA
10771,2012-03-29,2,1,3,21,0,4,1,1,0.44,0.4394,0.44,0.2836,10,214,224,Thursday,2012,YA
10772,2012-03-29,2,1,3,22,0,4,1,1,0.42,0.4242,0.44,0.2836,17,135,152,Thursday,2012,YA
10773,2012-03-29,2,1,3,23,0,4,1,1,0.42,0.4242,0.47,0.2985,17,77,94,Thursday,2012,YA
10774,2012-03-30,2,1,3,0,0,5,1,1,0.4,0.4091,0.47,0.2985,10,49,59,Friday,2012,YA
10775,2012-03-30,2,1,3,1,0,5,1,1,0.38,0.3939,0.5,0.2836,6,21,27,Friday,2012,YA
10776,2012-03-30,2,1,3,2,0,5,1,1,0.36,0.3333,0.53,0.2985,1,6,7,Friday,2012,YA
10777,2012-03-30,2,1,3,3,0,5,1,1,0.34,0.3333,0.61,0.1343,0,7,7,Friday,2012,YA
10778,2012-03-30,2,1,3,4,0,5,1,1,0.34,0.3485,0.53,0.0896,1,1,2,Friday,2012,YA
10779,2012-03-30,2,1,3,5,0,5,1,1,0.32,0.3333,0.61,0.0896,0,26,26,Friday,2012,YA
10780,2012-03-30,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,86,Friday,2012,YA
10781,2012-03-30,2,1,3,7,0,5,1,1,0.32,0.3182,0.57,0.1642,9,280,289,Friday,2012,YA
10782,2012-03-30,2,1,3,8,0,5,1,1,0.32,0.3182,0.66,0.1642,38,555,593,Friday,2012,YA
10783,2012-03-30,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,321,Friday,2012,YA
10784,2012-03-30,2,1,3,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187,Friday,2012,YA
10785,2012-03-30,2,1,3,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201,Friday,2012,YA
10786,2012-03-30,2,1,3,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270,Friday,2012,YA
10787,2012-03-30,2,1,3,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242,Friday,2012,TIDAK
10788,2012-03-30,2,1,3,14,0,5,1,3,0.4,0.4091,0.54,0.0,56,173,229,Friday,2012,TIDAK
10789,2012-03-30,2,1,3,15,0,5,1,3,0.42,0.4242,0.54,0.0,73,207,280,Friday,2012,TIDAK
10790,2012-03-30,2,1,3,16,0,5,1,3,0.4,0.4091,0.62,0.2836,75,292,367,Friday,2012,TIDAK
10791,2012-03-30,2,1,3,17,0,5,1,2,0.4,0.4091,0.62,0.2239,93,513,606,Friday,2012,YA
10792,2012-03-30,2,1,3,18,0,5,1,1,0.42,0.4242,0.54,0.194,68,492,560,Friday,2012,YA
10793,2012-03-30,2,1,3,19,0,5,1,1,0.4,0.4091,0.62,0.2239,42,353,395,Friday,2012,YA
10794,2012-03-30,2,1,3,20,0,5,1,1,0.4,0.4091,0.62,0.1642,17,192,209,Friday,2012,YA
10795,2012-03-30,2,1,3,21,0,5,1,1,0.38,0.3939,0.66,0.1343,30,190,220,Friday,2012,YA
10796,2012-03-30,2,1,3,22,0,5,1,1,0.36,0.3485,0.71,0.1642,23,130,153,Friday,2012,YA
10797,2012-03-30,2,1,3,23,0,5,1,1,0.36,0.3788,0.71,0.0,16,107,123,Friday,2012,YA
10798,2012-03-31,2,1,3,0,0,6,0,1,0.38,0.3939,0.82,0.194,12,80,92,Saturday,2012,TIDAK
10799,2012-03-31,2,1,3,1,0,6,0,2,0.4,0.4091,0.76,0.194,17,65,82,Saturday,2012,YA
10800,2012-03-31,2,1,3,2,0,6,0,2,0.42,0.4242,0.77,0.2537,14,55,69,Saturday,2012,YA
10801,2012-03-31,2,1,3,3,0,6,0,1,0.4,0.4091,0.82,0.2537,10,21,31,Saturday,2012,TIDAK
10802,2012-03-31,2,1,3,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8,Saturday,2012,TIDAK
10803,2012-03-31,2,1,3,5,0,6,0,1,0.4,0.4091,0.82,0.2239,0,5,5,Saturday,2012,TIDAK
10804,2012-03-31,2,1,3,6,0,6,0,2,0.36,0.3485,0.87,0.1642,7,16,23,Saturday,2012,TIDAK
10805,2012-03-31,2,1,3,7,0,6,0,2,0.36,0.3485,0.87,0.1642,5,39,44,Saturday,2012,TIDAK
10806,2012-03-31,2,1,3,8,0,6,0,2,0.36,0.3485,0.87,0.194,19,126,145,Saturday,2012,TIDAK
10807,2012-03-31,2,1,3,9,0,6,0,2,0.4,0.4091,0.76,0.194,62,161,223,Saturday,2012,YA
10808,2012-03-31,2,1,3,10,0,6,0,2,0.4,0.4091,0.76,0.1343,108,205,313,Saturday,2012,YA
10809,2012-03-31,2,1,3,11,0,6,0,1,0.46,0.4545,0.72,0.1343,184,279,463,Saturday,2012,YA
10810,2012-03-31,2,1,3,12,0,6,0,1,0.48,0.4697,0.67,0.0,263,358,621,Saturday,2012,YA
10811,2012-03-31,2,1,3,13,0,6,0,1,0.54,0.5152,0.6,0.1343,265,373,638,Saturday,2012,YA
10812,2012-03-31,2,1,3,14,0,6,0,2,0.5,0.4848,0.63,0.2537,240,311,551,Saturday,2012,YA
10813,2012-03-31,2,1,3,15,0,6,0,2,0.52,0.5,0.59,0.2836,275,330,605,Saturday,2012,YA
10814,2012-03-31,2,1,3,16,0,6,0,2,0.5,0.4848,0.63,0.2985,243,292,535,Saturday,2012,YA
10815,2012-03-31,2,1,3,17,0,6,0,1,0.48,0.4697,0.67,0.4179,238,305,543,Saturday,2012,TIDAK
10816,2012-03-31,2,1,3,18,0,6,0,2,0.44,0.4394,0.72,0.4627,102,239,341,Saturday,2012,TIDAK
10817,2012-03-31,2,1,3,19,0,6,0,1,0.42,0.4242,0.71,0.4478,93,191,284,Saturday,2012,TIDAK
10818,2012-03-31,2,1,3,20,0,6,0,2,0.4,0.4091,0.71,0.3284,52,156,208,Saturday,2012,YA
10819,2012-03-31,2,1,3,21,0,6,0,2,0.4,0.4091,0.71,0.3284,36,107,143,Saturday,2012,YA
10820,2012-03-31,2,1,3,22,0,6,0,2,0.38,0.3939,0.71,0.2537,40,116,156,Saturday,2012,YA
10821,2012-03-31,2,1,3,23,0,6,0,2,0.36,0.3333,0.76,0.2836,12,100,112,Saturday,2012,YA
10822,2012-04-01,2,1,4,0,0,0,0,2,0.36,0.3333,0.76,0.2537,8,59,67,Sunday,2012,YA
10823,2012-04-01,2,1,4,1,0,0,0,2,0.36,0.3485,0.76,0.1642,13,49,62,Sunday,2012,YA
10824,2012-04-01,2,1,4,2,0,0,0,2,0.36,0.3485,0.76,0.1642,20,61,81,Sunday,2012,YA
10825,2012-04-01,2,1,4,3,0,0,0,2,0.34,0.3333,0.81,0.1343,4,21,25,Sunday,2012,TIDAK
10826,2012-04-01,2,1,4,4,0,0,0,2,0.34,0.3485,0.81,0.0896,3,9,12,Sunday,2012,TIDAK
10827,2012-04-01,2,1,4,5,0,0,0,2,0.34,0.3485,0.81,0.0896,8,10,18,Sunday,2012,TIDAK
10828,2012-04-01,2,1,4,6,0,0,0,2,0.36,0.3485,0.76,0.1343,9,88,97,Sunday,2012,YA
10829,2012-04-01,2,1,4,7,0,0,0,2,0.36,0.3485,0.71,0.1343,29,55,84,Sunday,2012,YA
10830,2012-04-01,2,1,4,8,0,0,0,2,0.36,0.3636,0.76,0.0896,37,88,125,Sunday,2012,YA
10831,2012-04-01,2,1,4,9,0,0,0,2,0.36,0.3485,0.81,0.1343,102,173,275,Sunday,2012,TIDAK
10832,2012-04-01,2,1,4,10,0,0,0,2,0.4,0.4091,0.71,0.1045,132,228,360,Sunday,2012,YA
10833,2012-04-01,2,1,4,11,0,0,0,2,0.4,0.4091,0.71,0.194,180,271,451,Sunday,2012,YA
10834,2012-04-01,2,1,4,12,0,0,0,2,0.42,0.4242,0.67,0.2239,187,258,445,Sunday,2012,YA
10835,2012-04-01,2,1,4,13,0,0,0,2,0.44,0.4394,0.62,0.194,190,274,464,Sunday,2012,YA
10836,2012-04-01,2,1,4,14,0,0,0,2,0.48,0.4697,0.55,0.2239,283,278,561,Sunday,2012,YA
10837,2012-04-01,2,1,4,15,0,0,0,1,0.5,0.4848,0.55,0.2537,295,278,573,Sunday,2012,YA
10838,2012-04-01,2,1,4,16,0,0,0,1,0.52,0.5,0.52,0.2537,236,275,511,Sunday,2012,YA
10839,2012-04-01,2,1,4,17,0,0,0,1,0.52,0.5,0.55,0.2836,232,323,555,Sunday,2012,YA
10840,2012-04-01,2,1,4,18,0,0,0,1,0.52,0.5,0.52,0.2985,153,279,432,Sunday,2012,YA
10841,2012-04-01,2,1,4,19,0,0,0,1,0.52,0.5,0.55,0.2239,110,236,346,Sunday,2012,YA
10842,2012-04-01,2,1,4,20,0,0,0,2,0.5,0.4848,0.59,0.2239,66,166,232,Sunday,2012,YA
10843,2012-04-01,2,1,4,21,0,0,0,2,0.5,0.4848,0.59,0.1642,33,101,134,Sunday,2012,YA
10844,2012-04-01,2,1,4,22,0,0,0,3,0.5,0.4848,0.63,0.1045,7,61,68,Sunday,2012,TIDAK
10845,2012-04-01,2,1,4,23,0,0,0,3,0.46,0.4545,0.72,0.0,10,53,63,Sunday,2012,TIDAK
10846,2012-04-02,2,1,4,0,0,1,1,3,0.44,0.4394,0.82,0.1045,6,11,17,Monday,2012,TIDAK
10847,2012-04-02,2,1,4,1,0,1,1,3,0.42,0.4242,0.88,0.0896,0,5,5,Monday,2012,TIDAK
10848,2012-04-02,2,1,4,2,0,1,1,3,0.44,0.4394,0.94,0.1343,2,3,5,Monday,2012,TIDAK
10849,2012-04-02,2,1,4,4,0,1,1,1,0.4,0.4091,0.76,0.4925,2,2,4,Monday,2012,TIDAK
10850,2012-04-02,2,1,4,5,0,1,1,1,0.4,0.4091,0.76,0.4925,2,22,24,Monday,2012,TIDAK
10851,2012-04-02,2,1,4,6,0,1,1,1,0.36,0.3182,0.71,0.4627,6,104,110,Monday,2012,TIDAK
10852,2012-04-02,2,1,4,7,0,1,1,1,0.34,0.303,0.66,0.3881,12,294,306,Monday,2012,YA
10853,2012-04-02,2,1,4,8,0,1,1,1,0.36,0.3333,0.57,0.3284,36,553,589,Monday,2012,YA
10854,2012-04-02,2,1,4,9,0,1,1,1,0.38,0.3939,0.54,0.3582,52,265,317,Monday,2012,YA
10855,2012-04-02,2,1,4,10,0,1,1,1,0.4,0.4091,0.5,0.5224,85,119,204,Monday,2012,TIDAK
10856,2012-04-02,2,1,4,11,0,1,1,1,0.42,0.4242,0.47,0.4478,81,128,209,Monday,2012,TIDAK
10857,2012-04-02,2,1,4,12,0,1,1,1,0.44,0.4394,0.44,0.4478,100,181,281,Monday,2012,TIDAK
10858,2012-04-02,2,1,4,13,0,1,1,1,0.46,0.4545,0.36,0.2985,97,184,281,Monday,2012,YA
10859,2012-04-02,2,1,4,14,0,1,1,1,0.46,0.4545,0.31,0.4179,127,141,268,Monday,2012,TIDAK
10860,2012-04-02,2,1,4,15,0,1,1,1,0.48,0.4697,0.33,0.4179,132,192,324,Monday,2012,TIDAK
10861,2012-04-02,2,1,4,16,0,1,1,1,0.5,0.4848,0.34,0.3284,104,291,395,Monday,2012,YA
10862,2012-04-02,2,1,4,17,0,1,1,1,0.5,0.4848,0.29,0.2836,128,601,729,Monday,2012,YA
